,id,real_age,user_setage,gender,playcard_level,playcard_point,playcard_coupon_num,is_push_open,utm_channel,signup_day,app_version,manufacturer,model,label,add_all_num,add_under_18_num,add_under_30_num,add_under_setage_num,view_all_num,view_under_18_num,view_under_30_num,view_under_setage_num,msg_all_num,msg_under_18_num,msg_under_30_num,msg_under_setage_num,gift_all_num,gift_under_18_num,gift_under_30_num,gift_under_setage_num,total_day,work_day_rate,weekend_day_rate,avg_early_hour,avg_last_hour
id,1.0,0.006003284538536043,-0.0035296457523718884,-0.002871478753415969,-0.00673386881374353,0.009215219643600805,0.0037497034412312838,0.004552591865675536,0.00617247351488058,-0.006523074193163741,-0.00348148674324793,-0.004615571479545743,0.006587593932560748,-0.002721101127978983,0.00324133124958246,0.004173518179187474,0.003952981025897991,0.00019764909539258344,-0.0013888257562281335,4.579752365129919e-06,-0.0010584934334197495,-0.002164013329797223,-0.00509037918959617,-0.005208615698474472,-0.0026375520485534625,-0.007137878772560294,-0.006486061976200043,-0.0063018283533370625,-0.007177151344403082,-0.00415984709116519,-0.4388686844367739,-0.008532117241243762,-0.0009861079713797362,-0.0016582777770527584,-0.00413788809951983
real_age,0.006003284538536043,1.0,0.3906656674137455,0.10753324567097973,-0.11589846488518808,0.0014909367349355772,-0.01895343232616653,0.014159474770601007,-0.08979384941586073,-0.12377438934031747,-0.07709313068207088,0.01633373254921022,0.013322178528676953,0.3488117898955795,0.09977401350853497,0.16583715407970995,0.020048801667794852,0.2318057499249929,0.005437131042716301,0.0985263497198642,-0.06442323707197783,0.16127138750407347,0.03307901073553199,0.11515326543134653,-0.062433107350034864,0.14699978566108873,-0.06413468491525412,0.019858883932038673,-0.12100033116950688,0.08554984432288561,-0.11324295879125801,-0.06789620396289112,-0.00032002228338235815,0.18368965190768602,-0.09794026363333083
user_setage,-0.0035296457523718884,0.3906656674137455,1.0,0.13342844852590904,-0.1353465852343657,-0.000514244116475272,-0.05209131836146655,0.04710284257389469,-0.162078352506583,-0.1790449894251217,-0.09201859573012301,0.0031178222128062623,0.01947824598694389,0.33273826920434635,0.17910856679999068,0.2622679183285171,0.07155596835154764,0.36018283614922897,0.07860226294182984,0.1936294152865638,-0.011842588686091426,0.2788346548538072,0.07199735150036662,0.17641624997304461,-0.049000555004903176,0.23390869200863665,-0.04539534655410386,0.07434445203597617,-0.11323175171841512,0.16537475992585926,-0.11188177801738186,-0.06455489371537604,0.04324347600647463,0.2609706595629702,-0.09502490642679001
gender,-0.002871478753415969,0.10753324567097973,0.13342844852590904,1.0,0.04526975273455467,0.00032969642599948605,-0.009639412016719938,-0.08117172686077646,-0.035239607142143414,0.05554742727428868,0.03200629425840567,-0.046236478347503024,0.016347904691519154,0.05929176093887953,-0.006312682081170918,-0.025675177954928675,-0.014717241561648492,0.0020156862984452182,0.043337877763145204,0.0065430310119321145,0.05184262020922844,0.006744819936581958,0.01626173327195253,-0.024159144748987994,0.0244187602714683,-0.011258068325748867,-0.007476587999390041,-0.025393712769623253,-0.006682006202602745,-0.01575235762427227,0.04495595905651308,0.023730922595031376,0.016476840457731075,0.03262647686407325,0.03204408273085931
playcard_level,-0.00673386881374353,-0.11589846488518808,-0.1353465852343657,0.04526975273455467,1.0,0.011131120915921897,0.0415578060724349,0.025725562680162968,0.07554208531011726,0.10595588894200288,0.32652472573864844,0.0019332225586853652,-0.0009210691792521863,-0.15477363690725024,0.21358288558717947,0.09644843303966674,0.23490114160067324,0.07403827607895055,0.26595730829153785,0.1827382733102072,0.2822481388920278,0.15443434287574548,0.23443101283406992,0.11384374735562447,0.2641789499311249,0.084168605537124,0.28786161901771706,0.18203371503399807,0.2789108543690559,0.16797137525226272,0.25283209975217036,0.10441804947493738,0.0546809694965193,-0.3207453520100076,0.3063372186749397
playcard_point,0.009215219643600805,0.0014909367349355772,-0.000514244116475272,0.00032969642599948605,0.011131120915921897,1.0,0.0023721691140739486,0.006483386228306751,0.0013070826707619373,0.0012189103169139186,0.014320806853567215,0.005438908979843869,0.0047028962046204974,-0.0051930356885686564,-0.008198231403276792,-0.006347724708311936,-0.004257702313386278,-0.012380396228816072,0.0034084969571872964,0.0011993396080864863,0.006614933102500334,-0.004057711607606747,-0.0034644266615346713,-0.0035326512515012182,-8.06040197417131e-05,-0.006203133776406369,0.009345181669264182,0.00924827231911236,0.009926776721078731,0.005598386088064959,0.001065309386826273,-0.005144264634853602,0.0007590295978046613,-0.011328509066736369,0.001490854706975792
playcard_coupon_num,0.0037497034412312838,-0.01895343232616653,-0.05209131836146655,-0.009639412016719938,0.0415578060724349,0.0023721691140739486,1.0,-0.01978001010042768,0.05483312267566551,0.026903547525481703,0.02864469524991796,0.010746887262811521,-0.00980906701371666,-0.03239868215705208,-0.0387978641372709,-0.054324704583974676,-0.02991839948502157,-0.05558832233676819,-0.03946307786525604,-0.058732849088196246,-0.03112706973228354,-0.058032455588892494,-0.007064344065249582,-0.04119568717427679,0.008146633972754702,-0.03804171471021951,0.024412008289533035,-0.016866316581697537,0.029726711844541488,-0.01869616125159331,0.042253613724172835,0.022962808603497933,0.007866460359948927,-0.032479796860250654,0.035861581386307746
is_push_open,0.004552591865675536,0.014159474770601007,0.04710284257389469,-0.08117172686077646,0.025725562680162968,0.006483386228306751,-0.01978001010042768,1.0,-0.056624931797354054,-0.02722227156547402,-0.036229039457478955,0.1379001475676496,-0.007294321027714084,0.03132493848612472,0.061789933772804166,0.08368920040001183,0.04964238021123091,0.07564699844989506,0.06707965179773236,0.09225425079086365,0.05641882479877425,0.08372925105297625,0.045956456014639616,0.07180876132666854,0.0312849453568703,0.05636451863603856,0.012140974915382463,0.0451085749700603,0.003780524182853157,0.042456800050918245,-0.002696434993520749,0.004055803034145105,0.012869845207658279,0.00391338750962143,0.021979486073819294
utm_channel,0.00617247351488058,-0.08979384941586073,-0.162078352506583,-0.035239607142143414,0.07554208531011726,0.0013070826707619373,0.05483312267566551,-0.056624931797354054,1.0,0.2046973161640899,0.11280920821623312,0.02099615897742683,-0.015801723671220014,-0.1053564209958649,-0.0655552812105451,-0.10572019657950717,-0.03312201542764385,-0.13412973539243428,-0.03672460240827029,-0.10187977553336891,-0.0046530222885073375,-0.11897573039478589,-0.024359198676583017,-0.08716539432028694,0.022611268732786953,-0.10457937629408998,0.03559096183943323,-0.05222379231766518,0.05781247593067778,-0.07385777192133874,0.0757940142936652,0.04196357734135216,-0.018103855942012213,-0.12604379987613942,0.07143650028118494
signup_day,-0.006523074193163741,-0.12377438934031747,-0.1790449894251217,0.05554742727428868,0.10595588894200288,0.0012189103169139186,0.026903547525481703,-0.02722227156547402,0.2046973161640899,1.0,0.047146616756134026,-0.01219459589570672,-0.000518886693031952,-0.06632607843702083,-0.04407442286795851,-0.06455533409700043,-0.020572646499922503,-0.08559904684307104,0.08075248348093518,0.02745845904562945,0.10984514326248192,-0.017817517100584348,0.032342853186108585,0.005837674514698335,0.07054208033655116,-0.03786996824116562,0.017948992568702075,-0.02107379156205355,0.04007933634489193,-0.053483360700122044,0.21067910063555104,0.13012285612233396,0.047033220980878004,-0.07686968060162619,0.18121454868923279
